cust_id,transaction_type,transaction_date,subscription_type,subscription_price
9158,initial,2022-05-01,BASIC,53
9159,initial,2021-06-01,PRO,75
9160,initial,2021-05-01,MAX,109
9161,initial,2022-08-01,PRO,85
9162,initial,2022-08-01,BASIC,53
9163,initial,2020-04-01,BASIC,33
9164,initial,2021-03-01,BASIC,43
9165,initial,2022-05-01,MAX,119
9166,initial,2020-10-01,PRO,65
9167,initial,2020-08-01,PRO,65
9168,initial,2021-10-01,BASIC,43
9169,initial,2022-10-01,MAX,119
9170,initial,2020-04-01,PRO,65
9171,initial,2020-06-01,BASIC,33
9172,initial,2021-07-01,MAX,109
9173,initial,2020-07-01,BASIC,33
9174,initial,2021-04-01,PRO,75
9175,initial,2021-09-01,BASIC,43
9176,initial,2021-06-01,PRO,75
9177,initial,2022-10-01,BASIC,53
9178,initial,2022-11-01,BASIC,53
9179,initial,2021-05-01,PRO,75
9180,initial,2022-03-01,PRO,85
9181,initial,2021-05-01,PRO,75
9182,initial,2021-11-01,MAX,109
9183,initial,2021-03-01,BASIC,43
9184,initial,2021-11-01,BASIC,43
9185,initial,2021-08-01,BASIC,43
9186,initial,2020-12-01,BASIC,33
9187,initial,2020-07-01,BASIC,33
9188,initial,2022-01-01,PRO,85
9189,initial,2021-12-01,MAX,109
9190,initial,2021-09-01,BASIC,43
9191,initial,2020-05-01,BASIC,33
9192,initial,2022-10-01,PRO,85
9193,initial,2020-10-01,PRO,65
9194,initial,2021-02-01,PRO,75
9195,initial,2020-01-01,PRO,65
9196,initial,2020-10-01,PRO,65
9197,initial,2022-01-01,PRO,85
9198,initial,2020-05-01,PRO,65
9199,initial,2022-08-01,MAX,119
9200,initial,2022-06-01,PRO,85
9201,initial,2021-02-01,BASIC,43
9202,initial,2021-06-01,PRO,75
9203,initial,2021-04-01,PRO,75
9204,initial,2021-10-01,BASIC,43
9205,initial,2020-10-01,MAX,99
9206,initial,2022-12-01,PRO,85
9207,initial,2021-02-01,PRO,75
9208,initial,2022-02-01,MAX,119
9209,initial,2021-10-01,PRO,75
9210,initial,2020-06-01,PRO,65
9211,initial,2020-07-01,PRO,65
9212,initial,2022-01-01,BASIC,53
9213,initial,2021-05-01,BASIC,43
9214,initial,2021-06-01,MAX,109
9215,initial,2020-04-01,PRO,65
9216,initial,2020-10-01,BASIC,33
9217,initial,2020-07-01,PRO,65
9218,initial,2022-12-01,BASIC,53
9219,initial,2022-01-01,BASIC,53
9220,initial,2022-02-01,BASIC,53
9221,initial,2020-08-01,PRO,65
9222,initial,2021-01-01,PRO,75
9223,initial,2022-01-01,MAX,119
9224,initial,2021-01-01,BASIC,43
9225,initial,2020-05-01,PRO,65
9226,initial,2020-07-01,PRO,65
9227,initial,2021-11-01,PRO,75
9228,initial,2020-11-01,PRO,65
9229,initial,2022-09-01,MAX,119
9230,initial,2022-07-01,BASIC,53
9231,initial,2021-03-01,MAX,109
9232,initial,2020-02-01,MAX,99
9233,initial,2022-09-01,MAX,119
9234,initial,2021-01-01,BASIC,43
9235,initial,2021-04-01,MAX,109
9236,initial,2020-09-01,PRO,65
9237,initial,2020-01-01,PRO,65
9238,initial,2020-09-01,MAX,99
9239,initial,2020-07-01,BASIC,33
9240,initial,2020-11-01,PRO,65
9241,initial,2021-09-01,PRO,75
9242,initial,2021-08-01,PRO,75
9243,initial,2022-07-01,PRO,85
9244,initial,2022-05-01,PRO,85
9245,initial,2021-12-01,BASIC,43
9246,initial,2021-11-01,BASIC,43
9247,initial,2022-01-01,PRO,85
9248,initial,2021-09-01,BASIC,43
9249,initial,2021-05-01,BASIC,43
9250,initial,2020-07-01,PRO,65
9251,initial,2021-01-01,MAX,109
9252,initial,2020-10-01,BASIC,33
9253,initial,2020-06-01,PRO,65
9254,initial,2021-04-01,BASIC,43
9255,initial,2020-07-01,BASIC,33
9256,initial,2021-07-01,PRO,75
9257,initial,2022-06-01,BASIC,53
9258,initial,2022-05-01,BASIC,53
9259,initial,2022-04-01,BASIC,53
9260,initial,2021-05-01,BASIC,43
9261,initial,2020-08-01,BASIC,33
9262,initial,2020-06-01,BASIC,33
9263,initial,2022-08-01,BASIC,53
9264,initial,2021-04-01,PRO,75
9265,initial,2020-01-01,BASIC,33
9266,initial,2022-04-01,PRO,85
9267,initial,2021-10-01,BASIC,43
9268,initial,2020-12-01,MAX,99
9269,initial,2021-04-01,PRO,75
9270,initial,2021-12-01,BASIC,43
9271,initial,2020-03-01,PRO,65
9272,initial,2021-09-01,PRO,75
9273,initial,2020-10-01,PRO,65
9274,initial,2022-08-01,PRO,85
9275,initial,2022-08-01,BASIC,53
9276,initial,2022-11-01,MAX,119
9277,initial,2022-11-01,PRO,85
9278,initial,2022-03-01,BASIC,53
9279,initial,2021-03-01,BASIC,43
9280,initial,2021-07-01,BASIC,43
9281,initial,2020-07-01,PRO,65
9282,initial,2020-06-01,PRO,65
9283,initial,2022-03-01,MAX,119
9284,initial,2021-10-01,PRO,75
9285,initial,2022-08-01,MAX,119
9286,initial,2022-01-01,BASIC,53
9287,initial,2022-05-01,BASIC,53
9288,initial,2020-04-01,BASIC,33
9289,initial,2022-06-01,MAX,119
9290,initial,2020-02-01,PRO,65
9291,initial,2021-09-01,BASIC,43
9292,initial,2022-07-01,BASIC,53
9293,initial,2020-01-01,BASIC,33
9294,initial,2021-06-01,PRO,75
9295,initial,2020-12-01,BASIC,33
9296,initial,2020-05-01,BASIC,33
9297,initial,2022-07-01,PRO,85
9298,initial,2020-02-01,MAX,99
9299,initial,2021-04-01,PRO,75
9300,initial,2021-05-01,PRO,75
9301,initial,2021-07-01,PRO,75
9302,initial,2022-08-01,MAX,119
9303,initial,2020-01-01,PRO,65
9304,initial,2020-11-01,MAX,99
9305,initial,2020-02-01,PRO,65
9306,initial,2020-12-01,BASIC,33
9307,initial,2021-04-01,BASIC,43
9308,initial,2020-03-01,PRO,65
9309,initial,2020-07-01,BASIC,33
9310,initial,2021-10-01,PRO,75
9311,initial,2020-07-01,BASIC,33
9312,initial,2022-02-01,BASIC,53
9313,initial,2021-04-01,BASIC,43
9314,initial,2020-10-01,BASIC,33
9315,initial,2022-11-01,PRO,85
9316,initial,2021-12-01,PRO,75
9317,initial,2020-08-01,PRO,65
9318,initial,2020-01-01,BASIC,33
9319,initial,2022-10-01,BASIC,53
9320,initial,2022-03-01,PRO,85
9321,initial,2021-12-01,BASIC,43
9322,initial,2022-06-01,BASIC,53
9323,initial,2020-08-01,BASIC,33
9324,initial,2021-08-01,BASIC,43
9325,initial,2020-09-01,PRO,65
9326,initial,2021-09-01,BASIC,43
9327,initial,2020-01-01,PRO,65
9328,initial,2021-05-01,MAX,109
9329,initial,2022-02-01,BASIC,53
9330,initial,2021-04-01,MAX,109
9331,initial,2022-06-01,MAX,119
9332,initial,2022-10-01,BASIC,53
9333,initial,2022-12-01,BASIC,53
9334,initial,2021-04-01,BASIC,43
9335,initial,2022-11-01,PRO,85
9336,initial,2021-02-01,BASIC,43
9337,initial,2020-11-01,PRO,65
9338,initial,2021-03-01,MAX,109
9339,initial,2022-03-01,BASIC,53
9340,initial,2020-01-01,BASIC,33
9341,initial,2022-03-01,MAX,119
9342,initial,2021-02-01,MAX,109
9343,initial,2021-02-01,PRO,75
9344,initial,2020-09-01,MAX,99
9345,initial,2020-05-01,BASIC,33
9346,initial,2022-09-01,BASIC,53
9347,initial,2021-07-01,PRO,75
9348,initial,2021-11-01,PRO,75
9349,initial,2021-12-01,PRO,75
9350,initial,2020-02-01,PRO,65
9351,initial,2020-12-01,PRO,65
9352,initial,2021-04-01,PRO,75
9353,initial,2021-07-01,BASIC,43
9354,initial,2022-05-01,BASIC,53
9355,initial,2021-08-01,PRO,75
9356,initial,2020-05-01,BASIC,33
9357,initial,2020-12-01,BASIC,33
9358,initial,2022-05-01,MAX,119
9359,initial,2022-07-01,MAX,119
9360,initial,2022-08-01,BASIC,53
9361,initial,2021-06-01,PRO,75
9362,initial,2020-06-01,MAX,99
9363,initial,2020-12-01,BASIC,33
9364,initial,2022-03-01,PRO,85
9365,initial,2022-10-01,PRO,85
9366,initial,2021-10-01,PRO,75
9367,initial,2021-01-01,BASIC,43
9368,initial,2021-04-01,PRO,75
9369,initial,2021-08-01,MAX,109
9370,initial,2021-10-01,PRO,75
9371,initial,2021-09-01,PRO,75
9372,initial,2022-06-01,MAX,119
9373,initial,2020-12-01,MAX,99
9374,initial,2020-11-01,BASIC,33
9375,initial,2020-05-01,BASIC,33
9376,initial,2022-04-01,BASIC,53
9377,initial,2020-07-01,PRO,65
9378,initial,2020-11-01,BASIC,33
9379,initial,2022-04-01,BASIC,53
9380,initial,2020-11-01,MAX,99
9381,initial,2021-04-01,MAX,109
9382,initial,2022-11-01,MAX,119
9383,initial,2021-11-01,BASIC,43
9384,initial,2022-12-01,BASIC,53
9385,initial,2022-03-01,BASIC,53
9386,initial,2022-12-01,BASIC,53
9387,initial,2021-08-01,BASIC,43
9388,initial,2020-12-01,MAX,99
9389,initial,2021-07-01,BASIC,43
9390,initial,2020-05-01,MAX,99
9391,initial,2021-03-01,PRO,75
9392,initial,2022-01-01,BASIC,53
9393,initial,2022-07-01,MAX,119
9394,initial,2021-06-01,MAX,109
9395,initial,2022-07-01,MAX,119
9396,initial,2022-11-01,BASIC,53
9397,initial,2020-11-01,PRO,65
9398,initial,2020-04-01,PRO,65
9399,initial,2020-11-01,PRO,65
9400,initial,2021-03-01,MAX,109
9401,initial,2021-05-01,PRO,75
9402,initial,2021-05-01,PRO,75
9403,initial,2021-12-01,PRO,75
9404,initial,2022-05-01,BASIC,53
9405,initial,2020-12-01,PRO,65
9406,initial,2021-01-01,PRO,75
9407,initial,2021-06-01,BASIC,43
9408,initial,2020-10-01,PRO,65
9409,initial,2020-03-01,MAX,99
9410,initial,2021-02-01,PRO,75
9411,initial,2020-09-01,PRO,65
9412,initial,2020-08-01,MAX,99
9413,initial,2021-11-01,BASIC,43
9414,initial,2020-12-01,BASIC,33
9415,initial,2020-03-01,PRO,65
9416,initial,2020-10-01,BASIC,33
9417,initial,2022-07-01,BASIC,53
9418,initial,2020-10-01,MAX,99
9419,initial,2022-08-01,PRO,85
9420,initial,2022-10-01,BASIC,53
9421,initial,2021-02-01,BASIC,43
9422,initial,2020-09-01,MAX,99
9423,initial,2022-09-01,BASIC,53
9424,initial,2022-03-01,PRO,85
9425,initial,2022-02-01,BASIC,53
9426,initial,2021-05-01,BASIC,43
9427,initial,2020-02-01,PRO,65
9428,initial,2020-05-01,MAX,99
9429,initial,2020-08-01,BASIC,33
9430,initial,2021-09-01,PRO,75
9431,initial,2021-08-01,PRO,75
9432,initial,2021-07-01,BASIC,43
9433,initial,2021-11-01,PRO,75
9434,initial,2021-12-01,MAX,109
9435,initial,2020-03-01,BASIC,33
9436,initial,2022-06-01,BASIC,53
9437,initial,2020-05-01,PRO,65
9438,initial,2022-10-01,PRO,85
9439,initial,2022-08-01,BASIC,53
9440,initial,2022-03-01,MAX,119
9441,initial,2022-05-01,PRO,85
9442,initial,2020-09-01,BASIC,33
9443,initial,2022-10-01,MAX,119
9444,initial,2020-07-01,PRO,65
9445,initial,2020-01-01,MAX,99
9446,initial,2022-02-01,BASIC,53
9447,initial,2020-08-01,MAX,99
9448,initial,2021-02-01,BASIC,43
9449,initial,2020-01-01,BASIC,33
9450,initial,2021-04-01,MAX,109
9451,initial,2022-01-01,BASIC,53
9452,initial,2020-12-01,MAX,99
9453,initial,2021-08-01,BASIC,43
9454,initial,2021-04-01,BASIC,43
9455,initial,2021-07-01,PRO,75
9456,initial,2020-08-01,PRO,65
9457,initial,2022-04-01,BASIC,53
9458,initial,2021-08-01,PRO,75
9459,initial,2021-04-01,MAX,109
9460,initial,2022-12-01,BASIC,53
9461,initial,2020-06-01,MAX,99
9462,initial,2020-03-01,BASIC,33
9463,initial,2020-09-01,MAX,99
9464,initial,2021-01-01,BASIC,43
9465,initial,2021-04-01,PRO,75
9466,initial,2022-03-01,BASIC,53
9467,initial,2020-09-01,PRO,65
9468,initial,2021-07-01,PRO,75
9469,initial,2020-03-01,BASIC,33
9470,initial,2021-12-01,BASIC,43
9471,initial,2022-05-01,PRO,85
9472,initial,2022-08-01,MAX,119
9473,initial,2021-07-01,BASIC,43
9474,initial,2021-05-01,PRO,75
9475,initial,2021-07-01,BASIC,43
9476,initial,2020-02-01,PRO,65
9477,initial,2021-03-01,PRO,75
9478,initial,2021-08-01,BASIC,43
9479,initial,2020-05-01,PRO,65
9480,initial,2022-08-01,PRO,85
9481,initial,2021-09-01,PRO,75
9482,initial,2020-11-01,BASIC,33
9483,initial,2022-04-01,BASIC,53
9484,initial,2021-05-01,BASIC,43
9485,initial,2020-11-01,PRO,65
9486,initial,2020-05-01,BASIC,33
9487,initial,2021-10-01,BASIC,43
9488,initial,2021-05-01,MAX,109
9489,initial,2020-09-01,MAX,99
9490,initial,2020-05-01,BASIC,33
9491,initial,2022-07-01,PRO,85
9492,initial,2020-05-01,PRO,65
9493,initial,2021-09-01,PRO,75
9494,initial,2021-08-01,PRO,75
9495,initial,2020-05-01,BASIC,33
9496,initial,2022-10-01,MAX,119
9497,initial,2021-09-01,BASIC,43
9498,initial,2022-07-01,PRO,85
9499,initial,2021-06-01,PRO,75
9500,initial,2021-04-01,PRO,75
9501,initial,2020-01-01,BASIC,33
9502,initial,2022-10-01,PRO,85
9503,initial,2021-12-01,MAX,109
9504,initial,2021-02-01,PRO,75
9505,initial,2022-01-01,PRO,85
9506,initial,2021-02-01,BASIC,43
9507,initial,2022-03-01,BASIC,53
9508,initial,2022-06-01,MAX,119
9509,initial,2021-07-01,BASIC,43
9510,initial,2020-10-01,MAX,99
9511,initial,2020-03-01,BASIC,33
9512,initial,2021-01-01,BASIC,43
9513,initial,2021-10-01,BASIC,43
9514,initial,2022-04-01,BASIC,53
9515,initial,2021-06-01,BASIC,43
9516,initial,2021-04-01,MAX,109
9517,initial,2020-01-01,BASIC,33
9518,initial,2022-10-01,MAX,119
9519,initial,2021-08-01,PRO,75
9520,initial,2021-06-01,BASIC,43
9521,initial,2021-12-01,MAX,109
9522,initial,2020-01-01,PRO,65
9523,initial,2020-11-01,PRO,65
9524,initial,2022-01-01,PRO,85
9525,initial,2021-03-01,BASIC,43
9526,initial,2020-04-01,MAX,99
9527,initial,2021-02-01,BASIC,43
9528,initial,2021-06-01,PRO,75
9529,initial,2020-12-01,PRO,65
9530,initial,2020-06-01,BASIC,33
9531,initial,2021-03-01,PRO,75
9532,initial,2020-08-01,BASIC,33
9533,initial,2022-09-01,MAX,119
9534,initial,2020-05-01,PRO,65
9535,initial,2022-02-01,MAX,119
9536,initial,2020-07-01,BASIC,33
9537,initial,2022-09-01,BASIC,53
9538,initial,2022-05-01,BASIC,53
9539,initial,2022-05-01,PRO,85
9540,initial,2022-06-01,MAX,119
9541,initial,2021-04-01,PRO,75
9542,initial,2022-10-01,PRO,85
9543,initial,2021-09-01,PRO,75
9544,initial,2022-11-01,MAX,119
9545,initial,2022-08-01,MAX,119
9546,initial,2021-01-01,BASIC,43
9547,initial,2020-05-01,BASIC,33
9548,initial,2022-02-01,PRO,85
9549,initial,2020-01-01,PRO,65
9550,initial,2021-06-01,MAX,109
9551,initial,2022-02-01,PRO,85
9552,initial,2021-08-01,BASIC,43
9553,initial,2022-05-01,PRO,85
9554,initial,2022-02-01,PRO,85
9555,initial,2021-03-01,PRO,75
9556,initial,2021-12-01,PRO,75
9557,initial,2020-02-01,BASIC,33
9558,initial,2022-03-01,PRO,85
9559,initial,2020-01-01,BASIC,33
9560,initial,2020-06-01,BASIC,33
9561,initial,2022-04-01,BASIC,53
9562,initial,2021-11-01,BASIC,43
9563,initial,2021-12-01,BASIC,43
9564,initial,2022-02-01,BASIC,53
9565,initial,2022-07-01,PRO,85
9566,initial,2020-01-01,PRO,65
9567,initial,2020-09-01,PRO,65
9568,initial,2022-04-01,BASIC,53
9569,initial,2020-08-01,PRO,65
9570,initial,2021-08-01,MAX,109
9571,initial,2022-09-01,BASIC,53
9572,initial,2022-02-01,MAX,119
9573,initial,2022-03-01,MAX,119
9574,initial,2021-07-01,PRO,75
9575,initial,2021-06-01,PRO,75
9576,initial,2020-03-01,PRO,65
9577,initial,2020-01-01,MAX,99
9578,initial,2021-12-01,PRO,75
9579,initial,2022-08-01,BASIC,53
9580,initial,2020-06-01,BASIC,33
9581,initial,2021-12-01,BASIC,43
9582,initial,2021-11-01,BASIC,43
9583,initial,2021-01-01,BASIC,43
9584,initial,2020-10-01,PRO,65
9585,initial,2020-11-01,BASIC,33
9586,initial,2022-12-01,PRO,85
9587,initial,2020-11-01,PRO,65
9588,initial,2020-07-01,BASIC,33
9589,initial,2022-03-01,PRO,85
9590,initial,2022-02-01,PRO,85
9591,initial,2021-11-01,MAX,109
9592,initial,2022-01-01,BASIC,53
9593,initial,2021-04-01,BASIC,43
9594,initial,2020-12-01,PRO,65
9595,initial,2020-10-01,BASIC,33
9596,initial,2020-09-01,BASIC,33
9597,initial,2021-02-01,BASIC,43
9598,initial,2020-11-01,PRO,65
9599,initial,2021-05-01,PRO,75
9600,initial,2021-11-01,BASIC,43
9601,initial,2021-03-01,BASIC,43
9602,initial,2021-09-01,BASIC,43
9603,initial,2021-07-01,PRO,75
9604,initial,2021-01-01,PRO,75
9605,initial,2021-01-01,PRO,75
9606,initial,2021-11-01,BASIC,43
9607,initial,2022-07-01,PRO,85
9608,initial,2022-12-01,PRO,85
9609,initial,2020-11-01,PRO,65
9610,initial,2020-05-01,BASIC,33
9611,initial,2022-12-01,PRO,85
9612,initial,2022-03-01,BASIC,53
9613,initial,2022-08-01,BASIC,53
9614,initial,2021-10-01,MAX,109
9615,initial,2022-02-01,BASIC,53
9616,initial,2020-01-01,BASIC,33
9617,initial,2020-04-01,BASIC,33
9618,initial,2021-03-01,PRO,75
9619,initial,2022-01-01,PRO,85
9620,initial,2022-10-01,MAX,119
9621,initial,2020-08-01,BASIC,33
9622,initial,2020-02-01,BASIC,33
9623,initial,2022-12-01,PRO,85
9624,initial,2021-10-01,PRO,75
9625,initial,2020-10-01,MAX,99
9626,initial,2021-03-01,PRO,75
9627,initial,2021-07-01,PRO,75
9628,initial,2022-02-01,MAX,119
9629,initial,2020-11-01,PRO,65
9630,initial,2021-03-01,BASIC,43
9631,initial,2021-07-01,BASIC,43
9632,initial,2021-04-01,MAX,109
9633,initial,2020-03-01,MAX,99
9634,initial,2022-05-01,MAX,119
9635,initial,2020-07-01,MAX,99
9636,initial,2020-08-01,PRO,65
9637,initial,2022-07-01,PRO,85
9638,initial,2022-09-01,MAX,119
9639,initial,2020-08-01,PRO,65
9640,initial,2021-12-01,MAX,109
9641,initial,2021-03-01,BASIC,43
9642,initial,2021-05-01,BASIC,43
9643,initial,2020-08-01,PRO,65
9644,initial,2020-07-01,BASIC,33
9645,initial,2022-03-01,BASIC,53
9646,initial,2022-09-01,BASIC,53
9647,initial,2022-07-01,PRO,85
9648,initial,2020-04-01,PRO,65
9649,initial,2022-10-01,BASIC,53
9650,initial,2022-08-01,BASIC,53
9651,initial,2021-05-01,PRO,75
9652,initial,2020-01-01,MAX,99
9653,initial,2020-11-01,PRO,65
9654,initial,2020-07-01,PRO,65
9655,initial,2021-08-01,BASIC,43
9656,initial,2022-04-01,MAX,119
9657,initial,2022-07-01,MAX,119
9658,initial,2020-12-01,PRO,65
9659,initial,2020-08-01,PRO,65
9660,initial,2021-05-01,BASIC,43
9661,initial,2020-12-01,PRO,65
9662,initial,2020-04-01,BASIC,33
9663,initial,2021-12-01,MAX,109
9664,initial,2022-11-01,MAX,119
9665,initial,2021-04-01,BASIC,43
9666,initial,2020-06-01,PRO,65
9667,initial,2021-08-01,PRO,75
9668,initial,2021-03-01,BASIC,43
9669,initial,2022-03-01,PRO,85
9670,initial,2022-10-01,BASIC,53
9671,initial,2020-12-01,BASIC,33
9672,initial,2022-08-01,PRO,85
9673,initial,2021-08-01,MAX,109
9674,initial,2022-05-01,BASIC,53
9675,initial,2022-07-01,PRO,85
9676,initial,2021-01-01,PRO,75
9677,initial,2021-03-01,BASIC,43
9678,initial,2020-11-01,MAX,99
9679,initial,2022-03-01,MAX,119
9680,initial,2021-02-01,BASIC,43
9681,initial,2022-07-01,MAX,119
9682,initial,2021-08-01,PRO,75
9683,initial,2022-08-01,BASIC,53
9684,initial,2022-12-01,MAX,119
9685,initial,2021-04-01,BASIC,43
9686,initial,2021-04-01,BASIC,43
9687,initial,2022-05-01,MAX,119
9688,initial,2021-03-01,MAX,109
9689,initial,2020-09-01,BASIC,33
9690,initial,2020-10-01,MAX,99
9691,initial,2020-10-01,PRO,65
9692,initial,2020-02-01,MAX,99
9693,initial,2022-12-01,BASIC,53
9694,initial,2022-06-01,MAX,119
9695,initial,2021-09-01,MAX,109
9696,initial,2021-03-01,BASIC,43
9697,initial,2022-02-01,MAX,119
9698,initial,2021-07-01,PRO,75
9699,initial,2020-04-01,PRO,65
9700,initial,2022-01-01,PRO,85
9701,initial,2022-03-01,PRO,85
9702,initial,2021-12-01,BASIC,43
9703,initial,2022-10-01,PRO,85
9704,initial,2021-09-01,BASIC,43
9705,initial,2021-05-01,MAX,109
9706,initial,2021-10-01,BASIC,43
9707,initial,2022-04-01,MAX,119
9708,initial,2021-06-01,BASIC,43
9709,initial,2022-09-01,BASIC,53
9710,initial,2022-09-01,BASIC,53
9711,initial,2022-01-01,PRO,85
9712,initial,2021-06-01,PRO,75
9713,initial,2021-11-01,BASIC,43
9714,initial,2022-08-01,MAX,119
9715,initial,2020-02-01,PRO,65
9716,initial,2021-10-01,PRO,75
9717,initial,2021-06-01,BASIC,43
9718,initial,2020-05-01,PRO,65
9719,initial,2020-01-01,BASIC,33
9720,initial,2022-04-01,MAX,119
9721,initial,2021-03-01,PRO,75
9722,initial,2020-02-01,BASIC,33
9723,initial,2020-08-01,BASIC,33
9724,initial,2022-11-01,BASIC,53
9725,initial,2021-05-01,BASIC,43
9726,initial,2021-09-01,PRO,75
9727,initial,2020-06-01,MAX,99
9728,initial,2020-12-01,MAX,99
9729,initial,2022-03-01,BASIC,53
9730,initial,2020-07-01,PRO,65
9731,initial,2021-11-01,MAX,109
9732,initial,2021-06-01,MAX,109
9733,initial,2020-10-01,MAX,99
9734,initial,2022-03-01,PRO,85
9735,initial,2021-05-01,BASIC,43
9736,initial,2021-10-01,MAX,109
9737,initial,2022-11-01,BASIC,53
9738,initial,2022-05-01,BASIC,53
9739,initial,2022-09-01,BASIC,53
9740,initial,2021-02-01,MAX,109
9741,initial,2021-06-01,BASIC,43
9742,initial,2022-07-01,PRO,85
9743,initial,2022-07-01,BASIC,53
9744,initial,2020-08-01,MAX,99
9745,initial,2020-12-01,BASIC,33
9746,initial,2020-10-01,BASIC,33
9747,initial,2022-01-01,PRO,85
9748,initial,2022-04-01,BASIC,53
9749,initial,2021-01-01,PRO,75
9750,initial,2022-02-01,PRO,85
9751,initial,2020-09-01,PRO,65
9752,initial,2022-07-01,PRO,85
9753,initial,2020-07-01,BASIC,33
9754,initial,2022-12-01,PRO,85
9755,initial,2021-04-01,BASIC,43
9756,initial,2020-06-01,MAX,99
9757,initial,2020-10-01,BASIC,33
9758,initial,2020-09-01,PRO,65
9759,initial,2020-03-01,BASIC,33
9760,initial,2021-12-01,PRO,75
9761,initial,2020-04-01,PRO,65
9762,initial,2022-08-01,BASIC,53
9763,initial,2020-12-01,MAX,99
9764,initial,2021-11-01,MAX,109
9765,initial,2020-08-01,PRO,65
9766,initial,2020-08-01,BASIC,33
9767,initial,2020-07-01,MAX,99
9768,initial,2022-03-01,BASIC,53
9769,initial,2022-07-01,PRO,85
9770,initial,2021-01-01,PRO,75
9771,initial,2020-04-01,BASIC,33
9772,initial,2020-10-01,PRO,65
9773,initial,2021-10-01,MAX,109
9774,initial,2021-06-01,BASIC,43
9775,initial,2020-08-01,PRO,65
9776,initial,2021-07-01,BASIC,43
9777,initial,2022-05-01,BASIC,53
9778,initial,2021-06-01,BASIC,43
9779,initial,2022-06-01,PRO,85
9780,initial,2021-12-01,BASIC,43
9781,initial,2022-09-01,MAX,119
9782,initial,2021-11-01,MAX,109
9783,initial,2021-03-01,PRO,75
9784,initial,2022-08-01,MAX,119
9785,initial,2020-07-01,BASIC,33
9786,initial,2021-10-01,MAX,109
9787,initial,2021-12-01,PRO,75
9788,initial,2021-10-01,MAX,109
9789,initial,2020-09-01,MAX,99
9790,initial,2020-09-01,BASIC,33
9791,initial,2022-05-01,BASIC,53
9792,initial,2020-08-01,BASIC,33
9793,initial,2020-10-01,MAX,99
9794,initial,2022-12-01,BASIC,53
9795,initial,2021-10-01,BASIC,43
9796,initial,2022-06-01,BASIC,53
9797,initial,2020-01-01,MAX,99
9798,initial,2020-08-01,PRO,65
9799,initial,2021-09-01,MAX,109
9800,initial,2021-08-01,MAX,109
9801,initial,2021-09-01,BASIC,43
9802,initial,2022-01-01,BASIC,53
9803,initial,2020-03-01,BASIC,33
9804,initial,2021-04-01,PRO,75
9805,initial,2021-12-01,BASIC,43
9806,initial,2021-11-01,BASIC,43
9807,initial,2021-05-01,PRO,75
9808,initial,2021-08-01,PRO,75
9809,initial,2021-10-01,PRO,75
9810,initial,2022-02-01,BASIC,53
9811,initial,2022-08-01,MAX,119
9812,initial,2021-06-01,PRO,75
9813,initial,2022-09-01,PRO,85
9814,initial,2022-06-01,BASIC,53
9815,initial,2020-01-01,MAX,99
9816,initial,2020-07-01,MAX,99
9817,initial,2022-02-01,PRO,85
9818,initial,2020-01-01,PRO,65
9819,initial,2020-06-01,BASIC,33
9820,initial,2020-04-01,PRO,65
9821,initial,2020-01-01,BASIC,33
9822,initial,2021-06-01,BASIC,43
9823,initial,2022-05-01,PRO,85
9824,initial,2021-10-01,PRO,75
9825,initial,2021-11-01,BASIC,43
9826,initial,2022-03-01,BASIC,53
9827,initial,2020-07-01,BASIC,33
9828,initial,2021-05-01,PRO,75
9829,initial,2022-10-01,BASIC,53
9830,initial,2021-02-01,BASIC,43
9831,initial,2022-08-01,PRO,85
9832,initial,2022-02-01,BASIC,53
9833,initial,2021-03-01,BASIC,43
9834,initial,2021-07-01,PRO,75
9835,initial,2020-07-01,BASIC,33
9836,initial,2020-07-01,BASIC,33
9837,initial,2020-03-01,PRO,65
9838,initial,2021-12-01,BASIC,43
9839,initial,2021-05-01,BASIC,43
9840,initial,2020-09-01,BASIC,33
9841,initial,2021-03-01,PRO,75
9842,initial,2020-08-01,PRO,65
9843,initial,2022-04-01,MAX,119
9844,initial,2021-02-01,PRO,75
9845,initial,2022-03-01,BASIC,53
9846,initial,2022-06-01,BASIC,53
9847,initial,2021-03-01,BASIC,43
9848,initial,2020-03-01,PRO,65
9849,initial,2021-05-01,PRO,75
9850,initial,2022-04-01,BASIC,53
9851,initial,2021-10-01,BASIC,43
9852,initial,2020-10-01,PRO,65
9853,initial,2022-12-01,PRO,85
9854,initial,2020-07-01,BASIC,33
9855,initial,2021-04-01,PRO,75
9856,initial,2021-03-01,BASIC,43
9857,initial,2020-08-01,MAX,99
9858,initial,2021-03-01,MAX,109
9859,initial,2022-05-01,PRO,85
9860,initial,2022-05-01,PRO,85
9861,initial,2022-09-01,BASIC,53
9862,initial,2022-03-01,MAX,119
9863,initial,2022-08-01,BASIC,53
9864,initial,2021-03-01,BASIC,43
9865,initial,2021-09-01,BASIC,43
9866,initial,2020-01-01,MAX,99
9867,initial,2020-05-01,BASIC,33
9868,initial,2021-05-01,BASIC,43
9869,initial,2022-08-01,BASIC,53
9870,initial,2021-04-01,BASIC,43
9871,initial,2022-03-01,PRO,85
9872,initial,2021-11-01,BASIC,43
9873,initial,2021-10-01,MAX,109
9874,initial,2021-12-01,BASIC,43
9875,initial,2020-04-01,PRO,65
9876,initial,2021-01-01,MAX,109
